number1,number2,length1,length2
57591,72382,5,5
26409,53662,5,5
38119,59482,5,5
50466,62002,5,5
39213,44152,5,5
81501,42224,5,5
10443,27806,5,5
58149,84215,5,5
48547,12234,5,5
69376,74565,5,5
12152,30064,5,5
76910,11254,5,5
62215,40763,5,5
41245,78655,5,5
58122,94475,5,5
88536,34491,5,5
97766,56955,5,5
15822,54329,5,5
37805,69600,5,5
22149,72578,5,5
64338,66590,5,5
97901,30676,5,5
94692,86241,5,5
89789,48344,5,5
49926,74012,5,5
36764,65717,5,5
52399,93580,5,5
58906,20792,5,5
46779,58680,5,5
56155,70276,5,5
30242,72058,5,5
75995,69024,5,5
49427,64414,5,5
42305,68391,5,5
28347,36094,5,5
16440,65635,5,5
43678,22996,5,5
97938,45563,5,5
26673,89535,5,5
82369,78114,5,5
80093,18309,5,5
16175,93028,5,5
65354,89963,5,5
61761,49225,5,5
53547,66389,5,5
72675,48803,5,5
56466,92799,5,5
95317,33044,5,5
61337,94424,5,5
80274,71034,5,5
16956,31893,5,5
99460,37034,5,5
20155,52245,5,5
73538,20944,5,5
53976,69793,5,5
39628,26936,5,5
62335,267262,5,6
26924,790733,5,6
45077,781730,5,6
63737,939244,5,6
85960,324863,5,6
72344,303014,5,6
92532,738516,5,6
53248,914416,5,6
47364,543861,5,6
33467,922134,5,6
25018,816129,5,6
34253,854038,5,6
61298,241614,5,6
35098,455605,5,6
42794,150868,5,6
23422,502369,5,6
81992,972672,5,6
42653,988905,5,6
91748,865860,5,6
31926,835789,5,6
73097,454499,5,6
48331,507744,5,6
27113,203810,5,6
99097,517717,5,6
65675,227180,5,6
38942,666021,5,6
34344,585062,5,6
13834,447251,5,6
80353,231043,5,6
35016,538431,5,6
14706,317737,5,6
96337,210469,5,6
70996,130364,5,6
68510,428828,5,6
77602,311309,5,6
61249,325580,5,6
38934,815591,5,6
74992,736107,5,6
34722,231477,5,6
70613,401213,5,6
35274,961213,5,6
75705,734091,5,6
71044,479707,5,6
81814,125056,5,6
16075,792267,5,6
42929,998526,5,6
12349,456703,5,6
60783,630007,5,6
16791,821409,5,6
13968,339826,5,6
14128,331619,5,6
67022,790764,5,6
60905,204511,5,6
53398,670039,5,6
15924,274423,5,6
41010,506907,5,6
80872,696346,5,6
94451,620953,5,6
97915,892696,5,6
26010,401443,5,6
68242,333979,5,6
95170,602550,5,6
55893,419439,5,6
90819,526065,5,6
10424,413281,5,6
34472,752534,5,6
45328,749001,5,6
90900,123312,5,6
27832,155188,5,6
30789,158479,5,6
87278,114094,5,6
55515,975916,5,6
31554,153841,5,6
60146,897931,5,6
95076,765131,5,6
76858,638699,5,6
73995,448641,5,6
73329,648242,5,6
59812,991405,5,6
49003,559809,5,6
73507,956214,5,6
42949,624278,5,6
77371,639472,5,6
16584,958368,5,6
49332,445111,5,6
63175,126058,5,6
80553,375116,5,6
85324,888437,5,6
19462,901140,5,6
25284,621243,5,6
64264,115752,5,6
28316,389995,5,6
47103,383618,5,6
40899,289163,5,6
46303,907163,5,6
70805,860356,5,6
87346,584166,5,6
58723,801960,5,6
34941,659163,5,6
60729,584716,5,6
59855,7203004,5,7
12669,1025447,5,7
53669,2104622,5,7
75607,1160887,5,7
20900,9235706,5,7
88981,4751064,5,7
72892,3115622,5,7
61629,8933711,5,7
65475,7610268,5,7
96918,2073054,5,7
48546,4424955,5,7
14334,2601585,5,7
41630,4489560,5,7
51579,7166965,5,7
75229,2970386,5,7
77645,3422688,5,7
83774,5804788,5,7
10394,9903643,5,7
39505,8762203,5,7
15680,6723285,5,7
64021,8019524,5,7
87495,7668288,5,7
21914,5209687,5,7
12395,8239401,5,7
24205,3442364,5,7
80838,1123638,5,7
73381,1751375,5,7
69378,8503023,5,7
86182,3359720,5,7
58993,3187692,5,7
49185,3468810,5,7
59335,6112009,5,7
76648,1618285,5,7
56834,6489208,5,7
21560,1047057,5,7
25888,1198794,5,7
71740,6630367,5,7
21810,1699966,5,7
48720,1881249,5,7
17726,6745717,5,7
72041,6672613,5,7
22899,7250755,5,7
67941,5462965,5,7
61949,2126364,5,7
14576,7113668,5,7
76526,9907398,5,7
14839,7602315,5,7
65824,4442649,5,7
49528,7585458,5,7
36461,4012707,5,7
98368,2941532,5,7
98086,5789772,5,7
73369,3807225,5,7
58038,6751073,5,7
40509,2604828,5,7
46892,6851749,5,7
58473,2770860,5,7
64083,1921999,5,7
19973,3123651,5,7
85991,6587683,5,7
53259,6461051,5,7
52207,4405751,5,7
17687,8720445,5,7
93959,4094634,5,7
82389,8866978,5,7
91364,1221565,5,7
66724,5123652,5,7
80786,3671007,5,7
44369,4281266,5,7
47630,9265251,5,7
70558,9090615,5,7
52262,7275019,5,7
57853,5579424,5,7
45606,4491746,5,7
96198,5238652,5,7
76127,1440926,5,7
28398,1573689,5,7
74831,8729725,5,7
21915,4119204,5,7
96331,6946195,5,7
10640,9202416,5,7
31150,8455112,5,7
38596,8349439,5,7
41595,4922833,5,7
68305,6876095,5,7
64274,3667810,5,7
70720,6730070,5,7
20592,6583265,5,7
86602,2176394,5,7
71506,6252571,5,7
61951,4048807,5,7
74443,5220621,5,7
16943,2494189,5,7
15463,1649826,5,7
58626,2080240,5,7
18239,6323312,5,7
75249,3301848,5,7
39903,7950268,5,7
45291,1180582,5,7
28616,7855109,5,7
19698,46742295,5,8
94792,14184026,5,8
71122,47608402,5,8
92821,65328581,5,8
31182,49534165,5,8
44926,25146636,5,8
11382,14923143,5,8
55502,75734899,5,8
22323,34616637,5,8
22521,95678713,5,8
14002,92896914,5,8
31755,37456376,5,8
53445,83078725,5,8
30828,71880546,5,8
44253,66366770,5,8
34179,24147257,5,8
15866,93114290,5,8
60353,93674239,5,8
36798,65135437,5,8
86257,60683751,5,8
68666,54653412,5,8
91834,66039701,5,8
54887,56379374,5,8
48271,10297810,5,8
60732,12950452,5,8
70992,54223831,5,8
86959,62185770,5,8
97908,46387485,5,8
68385,90988144,5,8
81336,76149177,5,8
40335,96516082,5,8
99870,10703725,5,8
99250,68025777,5,8
75174,19382983,5,8
33285,96801386,5,8
12182,43826842,5,8
28474,87875133,5,8
18401,68245123,5,8
18282,66200210,5,8
81583,49292660,5,8
94799,75885179,5,8
30901,39740858,5,8
86888,17665219,5,8
56641,50166772,5,8
19989,91705264,5,8
61420,17562377,5,8
68536,71229778,5,8
32151,89598750,5,8
62129,79929964,5,8
15932,27368696,5,8
68200,16660167,5,8
59711,47404942,5,8
37174,91405914,5,8
22690,14832967,5,8
92826,51202914,5,8
31465,54561743,5,8
99978,64017319,5,8
68269,84250584,5,8
59437,60382858,5,8
42162,60205439,5,8
45184,69800555,5,8
60460,10742205,5,8
97806,78449884,5,8
40984,31970249,5,8
28751,89762887,5,8
83076,74370326,5,8
68296,23649125,5,8
62729,19507446,5,8
17677,26062341,5,8
79148,78077063,5,8
13095,12838250,5,8
12939,43920479,5,8
33949,29180710,5,8
19723,87981525,5,8
43859,59717306,5,8
29541,81327135,5,8
33645,21361220,5,8
14581,39873636,5,8
92052,67272663,5,8
73978,87694404,5,8
87940,14872852,5,8
84674,61225211,5,8
69605,58142997,5,8
24212,10795832,5,8
43075,22166011,5,8
11031,72276539,5,8
91125,46740330,5,8
53428,13759570,5,8
66108,38659918,5,8
91911,14637250,5,8
37992,54689073,5,8
51524,29461856,5,8
13415,64152443,5,8
58397,41787551,5,8
50759,82049927,5,8
74496,84273941,5,8
51263,51634271,5,8
25351,19175615,5,8
59052,83522615,5,8
43436,99403366,5,8
59369,147019514,5,9
95759,632940065,5,9
80659,900981317,5,9
43808,541715840,5,9
30594,166651014,5,9
69042,834344665,5,9
51169,399196609,5,9
28569,168372701,5,9
73931,716327600,5,9
16829,803724913,5,9
88427,310018747,5,9
25056,605036016,5,9
34467,257361119,5,9
73894,293328344,5,9
73289,326754995,5,9
77716,365872614,5,9
91630,841260295,5,9
41427,905041607,5,9
24562,549681745,5,9
22417,864022875,5,9
77736,330899656,5,9
30444,657061879,5,9
85921,835161331,5,9
12534,270177243,5,9
54412,353377070,5,9
87500,460098589,5,9
58995,655932673,5,9
57273,204820404,5,9
26227,941972194,5,9
57263,339063289,5,9
90251,796010933,5,9
33006,643382915,5,9
23257,366929444,5,9
31358,914909347,5,9
78780,815177353,5,9
40916,854404079,5,9
52933,131327772,5,9
70339,756856225,5,9
93555,150524509,5,9
64663,670377244,5,9
35418,401535118,5,9
33953,486412414,5,9
12377,741346079,5,9
50553,723099509,5,9
93532,593142326,5,9
23039,758346906,5,9
93359,439010625,5,9
75620,488993971,5,9
76376,987756532,5,9
71881,209134695,5,9
11123,793274720,5,9
67751,790595316,5,9
77295,112504436,5,9
98880,677000881,5,9
67791,328986704,5,9
92807,483091256,5,9
48375,424888952,5,9
35395,399035960,5,9
32733,718378786,5,9
72790,693523556,5,9
97072,914390249,5,9
16516,798621371,5,9
85682,773474884,5,9
22478,936214404,5,9
69671,823872942,5,9
18357,288186878,5,9
87428,964364794,5,9
11525,650846873,5,9
47401,407939125,5,9
19540,616725258,5,9
91431,930211420,5,9
53057,976600983,5,9
25991,138087394,5,9
22847,239066880,5,9
44589,838228922,5,9
27934,249693913,5,9
35033,239627411,5,9
78214,877334385,5,9
12603,551232720,5,9
87581,630029819,5,9
50295,291672003,5,9
48409,107142748,5,9
89650,264194495,5,9
24870,707057506,5,9
94675,417150390,5,9
48780,665537182,5,9
20251,475971732,5,9
43613,316117385,5,9
77091,209128095,5,9
23225,212091909,5,9
19105,374323180,5,9
55817,729528104,5,9
43345,659017759,5,9
80667,345392403,5,9
68990,941502361,5,9
27723,671887669,5,9
21505,580850483,5,9
11971,720249063,5,9
81194,893463951,5,9
76438,562142818,5,9
12944,2964042037,5,10
36391,6992442371,5,10
57555,8592808622,5,10
91642,4511031131,5,10
47385,4742817662,5,10
60328,7264380196,5,10
57376,2486636692,5,10
10551,2356702917,5,10
29194,5629497950,5,10
84030,5043392392,5,10
34972,2265326790,5,10
97595,3498077340,5,10
56748,8173293163,5,10
74974,2110834930,5,10
45062,3310062697,5,10
67541,9125588422,5,10
90731,9867626048,5,10
11314,2157772126,5,10
46410,8733981094,5,10
22534,9146915804,5,10
88019,5452136077,5,10
88264,9382416241,5,10
53607,1825486350,5,10
88551,2928780747,5,10
77203,8372272249,5,10
82821,3527682517,5,10
76560,2743925562,5,10
86495,8002681384,5,10
42169,1111413008,5,10
12806,2677420624,5,10
73009,9379653387,5,10
91729,6114040200,5,10
29615,5470185681,5,10
18361,8910203722,5,10
44444,7876658136,5,10
12737,8467218099,5,10
11364,7598289178,5,10
70893,9118349049,5,10
43174,9538999720,5,10
11076,2256071336,5,10
92419,8598181894,5,10
76617,5937042125,5,10
57610,9691050830,5,10
90080,9986516994,5,10
62620,9416418656,5,10
34249,4407550108,5,10
52716,1723552125,5,10
27300,2469689321,5,10
49215,9364560107,5,10
79029,3020622573,5,10
93888,8659650065,5,10
81152,3412097445,5,10
53096,7306252277,5,10
82412,7308638873,5,10
22816,3646731744,5,10
37348,6975587105,5,10
76516,5318535059,5,10
60404,1562937988,5,10
46531,8597083860,5,10
70653,2201802564,5,10
42955,2090843921,5,10
31419,1150745061,5,10
49061,3961433155,5,10
19194,8931590039,5,10
32629,6440877680,5,10
33165,5280067403,5,10
63914,5658787950,5,10
12344,5027927569,5,10
38160,2072984061,5,10
58012,9345942840,5,10
93364,9726081552,5,10
51693,7970721068,5,10
42990,3586880595,5,10
56204,1856563543,5,10
25277,3852554036,5,10
96987,6848984014,5,10
10374,4448211861,5,10
75739,8991175900,5,10
60291,5510628801,5,10
36375,8513263397,5,10
42882,8253890041,5,10
24298,9349813745,5,10
18133,1943907665,5,10
72736,3991520897,5,10
87813,5058550339,5,10
63613,1303215640,5,10
95868,8558420576,5,10
31018,1900487245,5,10
63187,7537806773,5,10
20553,3253009495,5,10
23817,3398558706,5,10
35544,5275813030,5,10
43889,5920156039,5,10
82900,9090866873,5,10
31057,5039245204,5,10
84903,4136748290,5,10
59954,6787981753,5,10
30002,4153481991,5,10
26031,1528691125,5,10
15244,5125248860,5,10
911423,8,6,1
305467,2,6,1
493679,4,6,1
990626,3,6,1
435244,10,6,1
198189,7,6,1
396821,8,6,1
736713,4,6,1
377188,3,6,1
545741,10,6,1
640333,8,6,1
979864,9,6,1
330151,4,6,1
715159,8,6,1
142474,4,6,1
538400,8,6,1
853513,6,6,1
175889,3,6,1
678408,6,6,1
566698,7,6,1
948676,6,6,1
581885,3,6,1
863016,2,6,1
684506,2,6,1
839917,5,6,1
995755,1,6,1
670396,10,6,1
565658,1,6,1
494952,3,6,1
399975,5,6,1
214508,2,6,1
459740,2,6,1
785212,9,6,1
349173,1,6,1
260038,3,6,1
730570,4,6,1
311286,6,6,1
695528,8,6,1
822750,2,6,1
203996,2,6,1
360850,5,6,1
177077,2,6,1
797437,7,6,1
755742,7,6,1
944392,6,6,1
623566,7,6,1
541896,4,6,1
714790,3,6,1
821496,5,6,1
641878,7,6,1
592305,8,6,1
416281,5,6,1
500565,9,6,1
371991,1,6,1
881221,9,6,1
323920,8,6,1
289692,1,6,1
324157,8,6,1
187683,3,6,1
911293,2,6,1
327245,2,6,1
431758,3,6,1
769717,7,6,1
255410,6,6,1
549269,2,6,1
992855,5,6,1
116273,8,6,1
173540,8,6,1
739950,7,6,1
698761,2,6,1
645680,3,6,1
200996,10,6,1
363130,9,6,1
717774,1,6,1
419144,4,6,1
473944,1,6,1
553979,6,6,1
718166,10,6,1
427538,1,6,1
792593,3,6,1
943493,3,6,1
881372,6,6,1
338450,8,6,1
611292,2,6,1
879876,1,6,1
292762,9,6,1
544560,3,6,1
862136,5,6,1
535137,8,6,1
829727,6,6,1
568199,7,6,1
259045,9,6,1
636059,9,6,1
434350,8,6,1
694554,8,6,1
239498,6,6,1
497450,1,6,1
971495,5,6,1
493712,1,6,1
740989,7,6,1
654627,44,6,2
449504,39,6,2
917013,50,6,2
791415,67,6,2
445486,61,6,2
475125,71,6,2
149479,33,6,2
768562,98,6,2
790443,88,6,2
994305,40,6,2
161932,27,6,2
551771,21,6,2
956346,52,6,2
347794,44,6,2
588761,95,6,2
448283,90,6,2
558252,47,6,2
357125,79,6,2
468345,42,6,2
490584,86,6,2
405108,47,6,2
270459,18,6,2
758620,63,6,2
501428,60,6,2
519217,85,6,2
418153,16,6,2
791077,89,6,2
181462,49,6,2
575504,43,6,2
893691,43,6,2
419873,33,6,2
886906,52,6,2
157267,50,6,2
874384,83,6,2
125955,21,6,2
825903,20,6,2
680135,82,6,2
862096,84,6,2
556521,58,6,2
294371,80,6,2
557265,87,6,2
644274,50,6,2
680188,36,6,2
363218,57,6,2
614492,51,6,2
934507,20,6,2
586193,99,6,2
691690,59,6,2
431677,90,6,2
542877,74,6,2
920668,58,6,2
221128,79,6,2
100038,67,6,2
529183,14,6,2
449522,18,6,2
259204,54,6,2
950555,38,6,2
301731,38,6,2
246948,88,6,2
939686,73,6,2
325283,40,6,2
355249,48,6,2
285539,54,6,2
554607,90,6,2
460764,18,6,2
679937,44,6,2
475442,52,6,2
304632,27,6,2
682047,80,6,2
609046,80,6,2
682295,59,6,2
891419,27,6,2
602206,21,6,2
208807,49,6,2
581638,88,6,2
614309,82,6,2
178349,34,6,2
819170,70,6,2
470827,45,6,2
513813,34,6,2
492732,73,6,2
442292,30,6,2
829867,22,6,2
569880,31,6,2
499297,10,6,2
788095,40,6,2
662595,60,6,2
937378,30,6,2
392826,79,6,2
652968,14,6,2
882240,45,6,2
123856,47,6,2
190086,65,6,2
974563,15,6,2
209305,67,6,2
383113,48,6,2
932027,40,6,2
869853,28,6,2
417878,15,6,2
685857,68,6,2
472726,557,6,3
620785,166,6,3
700518,461,6,3
862040,266,6,3
352777,822,6,3
869655,193,6,3
472375,278,6,3
868281,507,6,3
925766,512,6,3
775940,189,6,3
248695,476,6,3
614997,401,6,3
995742,127,6,3
289659,991,6,3
256503,633,6,3
358091,397,6,3
762987,381,6,3
161833,137,6,3
240281,473,6,3
772012,338,6,3
908293,309,6,3
318798,254,6,3
319377,997,6,3
258740,397,6,3
949534,674,6,3
297204,154,6,3
124372,999,6,3
792574,230,6,3
831471,269,6,3
597331,329,6,3
531562,516,6,3
679571,673,6,3
422908,703,6,3
872361,136,6,3
198268,683,6,3
893167,834,6,3
642368,522,6,3
585575,624,6,3
462294,510,6,3
822444,561,6,3
375450,107,6,3
767360,181,6,3
635878,693,6,3
724356,925,6,3
458486,727,6,3
953549,993,6,3
828037,465,6,3
516340,386,6,3
258094,121,6,3
720338,365,6,3
138293,516,6,3
484544,644,6,3
854704,930,6,3
737008,195,6,3
714214,523,6,3
535806,391,6,3
119297,700,6,3
899033,769,6,3
482011,185,6,3
886077,505,6,3
293274,929,6,3
362364,399,6,3
750848,648,6,3
134274,372,6,3
689051,960,6,3
813918,517,6,3
162614,206,6,3
587572,237,6,3
356612,955,6,3
692801,769,6,3
758974,158,6,3
560087,472,6,3
429948,955,6,3
768740,795,6,3
846018,508,6,3
860826,665,6,3
222007,861,6,3
975321,809,6,3
418721,266,6,3
237963,560,6,3
764944,399,6,3
291570,498,6,3
266411,916,6,3
909138,176,6,3
778672,580,6,3
241900,987,6,3
324805,550,6,3
207455,396,6,3
761471,257,6,3
191875,870,6,3
409093,974,6,3
939963,937,6,3
285767,511,6,3
740155,452,6,3
958535,619,6,3
811769,563,6,3
426619,390,6,3
100696,162,6,3
705938,186,6,3
492692,151,6,3
253889,1415,6,4
456888,6407,6,4
803180,4740,6,4
624575,7725,6,4
608996,8668,6,4
281992,2332,6,4
664136,5767,6,4
217353,6443,6,4
226164,5707,6,4
535163,7022,6,4
411159,8857,6,4
287379,2032,6,4
864247,2912,6,4
545436,1852,6,4
676978,1094,6,4
698509,3525,6,4
663605,5743,6,4
359880,2632,6,4
844611,8752,6,4
336618,8007,6,4
758317,1824,6,4
836715,3923,6,4
772802,1350,6,4
819123,4978,6,4
294418,1156,6,4
775819,7142,6,4
996729,3217,6,4
633090,6821,6,4
163010,2810,6,4
407259,9850,6,4
353702,2097,6,4
950434,9115,6,4
705403,5461,6,4
878416,5348,6,4
285421,8688,6,4
237258,1767,6,4
286934,8955,6,4
107328,6861,6,4
494216,9679,6,4
569882,2061,6,4
143803,2521,6,4
625956,6300,6,4
933206,7530,6,4
429175,4255,6,4
400442,4235,6,4
219968,6099,6,4
481572,6548,6,4
360469,6143,6,4
242575,4692,6,4
279002,8758,6,4
552907,6155,6,4
758815,6303,6,4
449343,8509,6,4
491348,6613,6,4
662161,9353,6,4
695763,3983,6,4
315991,5418,6,4
567814,6416,6,4
592431,9729,6,4
170979,7481,6,4
719093,3181,6,4
614509,6374,6,4
991468,4283,6,4
245556,1838,6,4
850890,6670,6,4
362747,7634,6,4
975547,4871,6,4
365686,3417,6,4
239721,5092,6,4
323750,8290,6,4
528414,8522,6,4
173868,8335,6,4
437385,2946,6,4
850769,3510,6,4
195656,3276,6,4
413529,3207,6,4
913282,1105,6,4
895379,1297,6,4
662242,5138,6,4
772017,9196,6,4
972806,9656,6,4
515612,5863,6,4
824903,1578,6,4
382262,5637,6,4
163929,3269,6,4
590421,3575,6,4
857836,2657,6,4
184414,4991,6,4
142411,8302,6,4
961687,8554,6,4
853935,2486,6,4
543648,6313,6,4
431472,7502,6,4
681710,5473,6,4
266572,8836,6,4
757792,1783,6,4
503619,7703,6,4
135230,5606,6,4
586473,9165,6,4
516476,6534,6,4
772574,22209,6,5
767943,32814,6,5
446091,63324,6,5
874868,93200,6,5
393005,50746,6,5
189686,67661,6,5
694296,75627,6,5
448058,58850,6,5
465285,82609,6,5
531331,53985,6,5
998860,42876,6,5
643120,17988,6,5
992393,47723,6,5
113180,89800,6,5
474946,54786,6,5
989742,70598,6,5
581127,85428,6,5
986449,37300,6,5
432045,82368,6,5
860052,33185,6,5
251750,50045,6,5
336635,93827,6,5
131093,40223,6,5
988692,28856,6,5
677567,19907,6,5
856923,58675,6,5
934613,27706,6,5
204889,35459,6,5
203265,75948,6,5
621544,84530,6,5
995429,60728,6,5
503333,17680,6,5
587932,40466,6,5
688592,25695,6,5
904379,54862,6,5
652898,28307,6,5
756777,17118,6,5
940984,91628,6,5
973750,99595,6,5
803332,61003,6,5
666821,79132,6,5
884282,94521,6,5
542082,14006,6,5
757227,85351,6,5
650503,28989,6,5
601813,37932,6,5
305675,15012,6,5
915158,19586,6,5
483296,42793,6,5
215461,62145,6,5
731720,67042,6,5
820287,41287,6,5
423679,19034,6,5
161685,29290,6,5
313824,15825,6,5
628978,78330,6,5
756440,60738,6,5
487371,25614,6,5
375426,95710,6,5
149513,56673,6,5
932228,82515,6,5
567451,30885,6,5
484437,40214,6,5
616105,24726,6,5
906972,64157,6,5
901458,23469,6,5
200152,64992,6,5
671299,49861,6,5
621185,76351,6,5
525888,42224,6,5
328280,38635,6,5
871791,17089,6,5
133524,17947,6,5
651269,18396,6,5
366704,63286,6,5
721958,41001,6,5
118701,23478,6,5
203702,24909,6,5
363552,23973,6,5
103089,30317,6,5
535905,90114,6,5
970342,43689,6,5
862952,80157,6,5
875834,94345,6,5
221952,93719,6,5
134716,71122,6,5
218451,89181,6,5
307284,29558,6,5
510836,14619,6,5
399293,64068,6,5
344778,22006,6,5
468633,76872,6,5
867171,83558,6,5
973494,53419,6,5
902656,95073,6,5
939453,16810,6,5
864033,25448,6,5
981350,87163,6,5
929072,88017,6,5
252645,19987,6,5
979602,688378,6,6
871467,259359,6,6
640083,820967,6,6
670666,279237,6,6
404619,363757,6,6
824409,891661,6,6
942342,957700,6,6
240553,414158,6,6
392400,205477,6,6
558583,596003,6,6
251878,980000,6,6
514452,353801,6,6
471407,560755,6,6
549788,804946,6,6
757853,240636,6,6
180278,222829,6,6
499556,130265,6,6
149719,369089,6,6
456957,148739,6,6
837958,742290,6,6
983426,979498,6,6
291334,109929,6,6
654719,221361,6,6
904492,554833,6,6
362898,936765,6,6
517474,155296,6,6
318378,115402,6,6
509236,304937,6,6
378919,622132,6,6
726893,344912,6,6
558583,900782,6,6
352480,298502,6,6
528067,282053,6,6
829602,670079,6,6
135989,171680,6,6
185831,615877,6,6
894982,644302,6,6
707435,543499,6,6
820321,821782,6,6
811529,230431,6,6
144639,517855,6,6
290661,718414,6,6
110190,166194,6,6
263556,683079,6,6
607600,557557,6,6
688335,486360,6,6
114969,981169,6,6
451101,896612,6,6
116275,700616,6,6
789397,643660,6,6
538830,934173,6,6
362230,847604,6,6
485238,246377,6,6
746960,174205,6,6
229398,699242,6,6
967759,896661,6,6
439097,570494,6,6
517454,876468,6,6
929341,207025,6,6
300857,135470,6,6
442608,634478,6,6
300563,487956,6,6
701449,149974,6,6
765445,951499,6,6
714177,500812,6,6
118779,441710,6,6
416650,913000,6,6
730296,890425,6,6
294053,661514,6,6
284909,315274,6,6
509002,499881,6,6
326337,326433,6,6
611610,398183,6,6
856538,546829,6,6
401742,380553,6,6
626690,515415,6,6
747977,924441,6,6
793153,574718,6,6
418302,403843,6,6
517986,395956,6,6
569340,988177,6,6
382905,704910,6,6
674659,572999,6,6
665961,838230,6,6
267146,423295,6,6
255396,847868,6,6
917099,161094,6,6
281496,522430,6,6
763292,369390,6,6
746926,164448,6,6
108371,847381,6,6
481324,690245,6,6
291020,252624,6,6
143080,474189,6,6
152421,400324,6,6
437754,984411,6,6
751472,750763,6,6
971060,113994,6,6
909910,925388,6,6
623635,945389,6,6
234178,3024959,6,7
929476,9074122,6,7
631659,2184106,6,7
473024,6344353,6,7
845010,5289150,6,7
999645,1988085,6,7
920707,3282894,6,7
698101,6121544,6,7
154565,5572323,6,7
682894,7401217,6,7
965224,6826666,6,7
129412,3807731,6,7
995258,9299399,6,7
668955,6535054,6,7
246394,1321427,6,7
419647,9768430,6,7
840347,9123597,6,7
313664,8241452,6,7
288693,9339490,6,7
643202,9336971,6,7
234546,6459993,6,7
735197,8061533,6,7
579844,5882460,6,7
214658,1128947,6,7
463525,2731458,6,7
518678,4220448,6,7
104758,8044634,6,7
619644,7664952,6,7
705333,7961561,6,7
352648,4398761,6,7
512277,9846138,6,7
735265,3311204,6,7
309117,2160583,6,7
496566,7501290,6,7
850586,7880330,6,7
550325,5683936,6,7
647575,9752763,6,7
350444,5532526,6,7
673519,1423809,6,7
635317,2316791,6,7
825020,4784232,6,7
908412,4238597,6,7
909748,8941155,6,7
581203,4023728,6,7
621892,1260250,6,7
555605,6923609,6,7
842014,3318764,6,7
375078,1421625,6,7
259188,9658114,6,7
638214,7793399,6,7
699988,2428711,6,7
445788,9508707,6,7
995891,2183456,6,7
885566,5387232,6,7
923183,9502050,6,7
103524,9179083,6,7
129444,9453456,6,7
543000,1070182,6,7
358424,4221304,6,7
870274,4967746,6,7
935861,8591027,6,7
189320,1618756,6,7
362970,1509127,6,7
105163,8251392,6,7
320631,5031588,6,7
479718,3564939,6,7
795850,6979220,6,7
763108,5923995,6,7
404691,4746560,6,7
359752,1279528,6,7
649200,6613282,6,7
875314,9397315,6,7
938522,7248923,6,7
927018,3032164,6,7
215082,2182679,6,7
943860,4013324,6,7
408745,3387440,6,7
196659,1693999,6,7
610724,2264330,6,7
109641,7727556,6,7
940326,3300410,6,7
640196,2459914,6,7
107374,3040823,6,7
461724,6701842,6,7
215079,6745695,6,7
545417,4033647,6,7
225341,8961429,6,7
821242,4194994,6,7
178992,5629102,6,7
259025,6919496,6,7
736701,6853720,6,7
222698,4433996,6,7
825053,3427417,6,7
407643,9194870,6,7
245748,1052920,6,7
999687,8267716,6,7
249819,1841785,6,7
113579,9302777,6,7
594521,9640414,6,7
817830,4420670,6,7
933019,64884138,6,8
468309,48803620,6,8
559891,98494070,6,8
165747,77930652,6,8
243441,28065684,6,8
132926,15807854,6,8
170659,88964000,6,8
584524,24741092,6,8
113248,53659921,6,8
114144,83091702,6,8
505242,33461775,6,8
254423,73934795,6,8
616248,19636155,6,8
216288,57168814,6,8
379795,23033697,6,8
952443,37276238,6,8
556223,75486329,6,8
709873,51758018,6,8
853848,14020878,6,8
654484,26668329,6,8
230812,47787015,6,8
452314,96849418,6,8
451606,14518852,6,8
105542,14180719,6,8
937164,54188028,6,8
101855,62074163,6,8
323572,45619934,6,8
649104,57630886,6,8
283364,89857375,6,8
944474,48727225,6,8
278543,58030135,6,8
275904,58034549,6,8
332973,22858893,6,8
190914,51996277,6,8
678097,69992374,6,8
797542,29444799,6,8
803895,37940315,6,8
580553,52594734,6,8
827239,93595295,6,8
175953,46993641,6,8
146623,26528237,6,8
150113,13604007,6,8
132805,59052181,6,8
369434,33905773,6,8
513435,11529495,6,8
802236,10835738,6,8
146420,79785554,6,8
908693,14066527,6,8
876106,54746692,6,8
807813,39508460,6,8
662001,83176091,6,8
287947,32749335,6,8
198206,78637842,6,8
834769,71140545,6,8
144448,67688412,6,8
947977,36526364,6,8
846931,85943130,6,8
974006,41771078,6,8
469276,92786072,6,8
187281,76868975,6,8
978573,36761044,6,8
806473,95741465,6,8
866758,41347710,6,8
500510,43605121,6,8
121527,73333318,6,8
462504,29000222,6,8
296002,10006104,6,8
994411,68439214,6,8
667894,82749918,6,8
677414,15566072,6,8
581981,94849477,6,8
543893,62520377,6,8
763715,21737152,6,8
529320,73690692,6,8
280771,64844156,6,8
365812,36384559,6,8
758018,59222896,6,8
931065,76753221,6,8
673138,75616104,6,8
795111,93506664,6,8
336694,13549292,6,8
850184,79475971,6,8
712798,27517885,6,8
457731,92799751,6,8
631426,27225830,6,8
218352,53810252,6,8
192066,31543825,6,8
616329,18467090,6,8
231253,40020512,6,8
447849,80960427,6,8
270278,86840654,6,8
706575,44073058,6,8
464837,18865533,6,8
485993,72554821,6,8
844199,35201475,6,8
585314,37918823,6,8
150469,89224178,6,8
985549,68211700,6,8
602933,44114712,6,8
337459,39935878,6,8
463989,804580152,6,9
998050,227298261,6,9
